name,price,spec_score,display_inches,pixel_resolution,network_connection,smart_tv,speakers,processor
LG C2 42 inch Ultra HD 4K OLED Smart TV (OLED42C2PSA),"₹85,790",77,"42 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
LG UQ80 50UQ8050PSB 50 inch Ultra HD 4K LED Smart TV,"₹49,990",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Toshiba 55M550LP 55 inch Ultra HD 4K Smart LED TV,"₹42,990",72,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"3 Speakers, 49 w Output","MT9612IAATNC / 4 Processor, 2 GB RAM, 16 GB Storage"
LG 55UQ9000PSD 55 Inch Ultra HD 4K Smart LED TV,"₹55,950",66,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Toshiba 43C350LP 43 inch Ultra HD 4K Smart LED TV,"₹24,990",61,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",REGZA Engine 4K Processor
Acer AR50AR2851UDFL I Series 50-inch Ultra HD 4K Smart LED TV,"₹27,999",74,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","64bit Quad Core Processor Processor, 2 GB RAM, 16 GB Storage"
Vu The Masterpiece Glo Series 55QMP 55 inch Ultra HD 4K Smart QLED TV,"₹59,990",78,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4.1 Speakers, 100 w Output","3 GB RAM, 16 GB Storage"
Xiaomi Redmi L32M6-RA 32-inch HD Ready Smart LED TV,"₹13,999",50,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad core A35 CPU Processor, 1 GB RAM, 8 GB Storage"
LG 43UP7550PTZ 43-inch Ultra HD 4K Smart LED TV,"₹39,422",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage"
OnePlus 32Y1 32-inch HD Ready Smart LED TV,"₹14,999",46,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Vu Premium 43PM 43-inch Ultra HD 4K Smart LED TV,"₹24,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
LG 32LM560BPTC 32-inch HD Ready LED Smart TV,"₹18,500",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 4 GB Storage"
BeethoSOL ATVBG24HDEK 24 inch HD Ready TV,"₹4,999",34,"24 in, LED TV",1366 x 768 pixels,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio"
Xiaomi Redmi X Pro 75 inch Ultra HD 4K Gaming TV,"₹49,990",75,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,2 Speakers,"A73 chip
 Processor, 3 GB RAM, 32 GB Storage"
LG G2 55 inch Ultra HD 4K OLED Smart TV (OLED55G2PSA),"₹1,29,990",80,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 60 w Output",AMD FreeSync Processor
LG 32LQ570BPSA 32-inch HD Ready Smart LED TV,"₹15,890",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Samsung Crystal 4K Neo 55 inch Ultra HD 4K Smart LED TV (UA55AUE65AKXXL),"₹47,990",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Crystal Processor 4K Processor, 8 GB Storage"
Samsung QA55Q60BAKLXL 55 inch Ultra HD 4K Smart QLED TV,"₹74,200",75,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Haier LE43K7GA 43 Inch Full HD Smart LED TV,"₹28,050",54,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Haier LE32K7700GA 32 Inch HD Ready Smart LED TV,"₹19,990",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
OnePlus Y1S Edge 32 inch HD Ready Smart LED TV,"₹16,499",53,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","1 GB RAM, 8 GB Storage"
TCL 32S5200 32-inch HD Ready Smart LED TV,"₹11,990",50,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 10 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage"
Xiaomi Mi TV 5X 50-inch Ultra HD 4K Smart LED TV,"₹40,999",74,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","Quad Core Cortex A55 Processor, 2 GB RAM, 16 GB Storage"
Xiaomi Mi TV 5X 55-inch Ultra HD 4K Smart LED TV,"₹46,999",75,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","Quad Core Cortex A55 Processor, 2 GB RAM, 16 GB Storage"
Realme TV 43-inch Ultra HD 4K Smart LED TV,"₹27,999",71,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 24 w Output","A53  Processor, 2 GB RAM, 16 GB Storage"
Foxsky 43FS 43-inch Full HD Smart LED TV,"₹14,999",55,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","Dual Core Processor, 1 GB RAM, 8 GB Storage"
Sansui JSW43ASUHD 43 inch Ultra HD 4K Smart LED TV,"₹24,999",68,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","CA53 Processor, 2 GB RAM, 8 GB Storage"
Vu 55UT 55-inch Ultra HD 4K Smart LED TV,"₹29,990",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,30 w Output,"Quad Core Processor, 2 GB RAM"
Xiaomi Mi TV 4X 43-inch Ultra HD 4K Smart LED TV,"₹24,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Cortex A-53 Processor, 2 GB RAM, 8 GB Storage"
OnePlus Q1 55-inch Ultra HD 4K Smart QLED TV,"₹62,899",79,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"8 Speakers, 50 w Output","ARM Cortex-A53 Processor, 3 GB RAM, 8 GB Storage"
Haier LE43K7700UGA 43 inch Ultra HD 4K Smart LED TV,"₹32,990",68,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Ethernet,Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage"
Samsung T4360 32 inch HD Ready Smart LED TV,"₹16,490",40,"32 in, LED TV",1366 x 728 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output","2 HDMI Ports, 1 USB Ports"
Onida 32HIF3 32 inch HD Ready Smart LED TV,"₹12,990",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2.0 GHz Quad core processor Processor, 1.5 GB RAM, 8 GB Storage"
HiSense U7H 65 inch Ultra HD 4K Smart QLED TV (65U7H),"₹64,990",77,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","3 GB RAM, 8 GB Storage"
Sony Bravia X85K 55 inch Ultra HD 4K Smart LED TV (KD-55X85K),"₹85,490",51,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Ethernet,"2 Speakers, 10 w Output","4K HDR Processor X1 Processor, 16 GB Storage",178 ° Viewing Angle
iFFALCON U62 50 inch Ultra HD 4K Smart LED TV (iFF50U62),"₹28,999",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
Acer AR32AR2841HDSB  S Series 32 inch HD Ready Smart LED TV,"₹12,499",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","1.5 GB RAM, 8 GB Storage"
LG C2 65-inch Ultra HD 4K OLED Smart TV (OLED65C2PSC),"₹1,89,999",76,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,40 w Output,"4 HDMI Ports, 3 USB Ports"
Lloyd 43US850D 43 inch Ultra HD 4K Smart LED TV,"₹33,990",64,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Infinix Zero 55 inch Ultra HD 4K Smart QLED TV,"₹39,999",77,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 36 w Output","MediaTek CA-55 Processor, 2 GB RAM, 16 GB Storage"
iFFALCON 32F53 32 inch HD Ready Smart LED TV,"₹9,999",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","CA55  Processor, 1 GB RAM, 8 GB Storage"
Vu 55QML 55 inch Ultra HD 4K Smart QLED TV,"₹40,999",71,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output","Quad Core Processor Processor, 2 GB RAM, 16 GB Storage"
Sony Bravia XR-55X90K 55 inch Ultra HD 4K Smart Full Array LED TV,"₹1,03,490",77,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle
TCL 32S615 32 inch HD Ready Smart LED TV,"₹10,990",42,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 10 w Output",178 ° Viewing Angle
Panasonic TH-43LX750DX 43-Inch Ultra HD 4K Smart LED TV,"₹41,440",71,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage"
LG 32LQ576BPSA 32-inch HD Ready Smart LED TV,"₹15,990",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Sony KD-65X74K 65 inch Ultra HD 4K Smart LED TV,"₹75,990",73,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","4K Processor X1 Processor, 16 GB Storage"
Sony KD-43X74K 43 inch Ultra HD 4K Smart LED TV,"₹42,990",67,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","4K Processor X1 Processor, 16 GB Storage"
Samsung UA65BU8000KLXL 65 inch Ultra HD 4K Smart LED TV,"₹88,490",79,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Vu Premium  32UA 32 inch HD Ready Smart LED TV,"₹11,999",45,"31.5 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",A53 Processor Processor
Samsung UA32T4450AKXXL 32 inch HD Ready Smart LED TV,"₹18,420",43,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 Output",178 ° Viewing Angle
TCL 43S5200 43 inch Full HD Smart LED TV,"₹20,990",56,"43 in, LED TV","Full HD, 1980 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 16 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage"
Sony Bravia  XR-55A80J 55-inch Ultra HD 4K Smart OLED TV,"₹1,19,990",80,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"3 Speakers, 30 w Output",178 ° Viewing Angle
Samsung Crystal 43AU7500 43-inch Ultra HD 4K Smart LED TV,"₹33,490",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Samsung Crystal 50AU7700 50-inch Ultra HD 4K Smart LED TV,"₹45,990",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Foxsky 32FSELS Pro 32-inch Full HD Smart LED TV,"₹7,499",46,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle
Xiaomi Mi 4A Horizon Edition 32-inch HD Ready Smart LED TV,"₹11,999",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage"
LG 32LM563BPTC 32-inch HD Ready LED Smart TV,"₹13,990",44,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 10 w Output",178 ° Viewing Angle
Haier LE55K6600HQGA 55-inch Ultra HD 4K Smart LED TV,"₹34,990",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Xiaomi Mi TV Pro E32S 32-inch Full HD Smart LED TV,"₹10,999",52,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 12 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage"
Xiaomi Redmi X50 50-inch Ultra HD 4K Smart LED TV,"₹32,999",72,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","MediaTek MT9611 Cortex-A55 Processor, 2 GB RAM, 16 GB Storage"
Samsung QA98Q900RBK 98-inch Ultra HD 8K Smart QLED TV,"₹59,99,900",98,"98 in, QLED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output","Ultra Slim, 178 ° Viewing Angle"
Sony Z9G 98-inch 8K Ultra HD Smart OLED TV,"₹50,00,000",93,"98 in, OLED TV",7680 x 4380 pixels,"Wifi, Ethernet",Smart TV,80 w Output,16 GB Storage
Dyanora DY-LD43U4S 43 inch Ultra HD 4K Smart LED TV,"₹17,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","1.5 GB RAM, 8 GB Storage"
SENS SENS32WASHD 32 inch HD Ready Smart LED TV,"₹8,999",45,"32 in, LED TV","HD Ready, 1280 x 720 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",CA53 Processor
SENS Pikaso 55 inch Ultra HD 4K Smart LED TV (SENS55WASUHD),"₹28,999",72,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","CA53 Processor, 2 GB RAM, 16 GB Storage"
Lloyd 65QX900D 65 inch Ultra HD 4K Smart QLED TV,"₹76,990",77,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","64-bit Cortex-A55
 Processor, 2 GB RAM, 16 GB Storage"
TCL P635 50 inch Ultra HD 4K Smart LED TV (50P635),"₹34,274",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","2 GB RAM, 16 GB Storage"
Acer N Series AR32NSV53HD 32 inch HD Ready LED TV,"₹8,499",37,"32 in, LED TV",1366 x 768 pixels,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio"
LG QNED81 65 inch Ultra HD 4K Smart QNED TV (65QNED81SQA),"₹1,29,990",75,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Alpha 7 Gen5 AI Processor  Processor
Hisense 55U7H 55 inch Ultra HD 4K Smart QLED TV,"₹44,990",62,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","AMD FreeSync Processor, 3 GB RAM"
Blaupunkt 55QD7020 55 Inch 4K Ultra HD QLED Smart TV,"₹39,999",70,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"4 Speakers, 60 w Output",16 GB Storage
Sony Bravia X75K 50 inch Ultra HD 4K Smart LED Google TV (KD-50X75K),"₹53,990",70,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",4K Processor X1 Processor
Xiaomi X Series 55 inch 4K Ultra HD Smart LED TV,"₹39,999",72,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","Quad Core A55 CPU
 Processor, 2 GB RAM, 8 GB Storage"
LG UQ8020 55UQ8020PSB 55 inch Ultra HD 4K LED Smart TV,"₹49,990",70,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Hisense A6H 43 inch Ultra HD 4K Smart LED TV (43A6H),"₹27,990",62,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Hisense A6H 55 inch Ultra HD 4K Smart LED TV (55A6H),"₹35,490",68,"55 in, LED TV","4K Resolution, 3480 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Sony Bravia XR-65X90K 65 inch Ultra HD 4K Smart Full Array LED TV,"₹1,41,000",80,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle
Toshiba 32V35KP 32 inch Full HD Smart TV,"₹13,990",52,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","1 GB RAM, 8 GB Storage"
Panasonic TH-55LX750DX 55-Inch Ultra HD 4K Smart LED TV,"₹58,500",74,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage"
OnePlus Y1S 43 inch Full HD Smart LED TV,"₹24,999",57,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Kodak 7XPro 43UHDX7XPROBL 43-inch Ultra HD 4K Smart LED TV,"₹19,999",69,"42.52 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex A53 Processor, 2 GB RAM, 8 GB Storage"
Acer P Series AR32AP2841HDFL 32 inch HD Ready Smart LED TV,"₹11,499",49,"31.5 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Cortex-A53 x 4 64 Bit Processor, 1.5 GB RAM, 8 GB Storage"
Motorola Revou-Q 55UHDAQMDT5Q 55-inch Ultra HD 4K Smart QLED TV,"₹40,999",75,"54.72 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 60 w Output","1.1 GHz Quad Core Processor Processor, 2 GB RAM, 16 GB Storage"
Realme TV Neo 32-inch HD Ready Smart LED TV,"₹11,999",45,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","A35 Processor, 512 MB RAM, 4 GB Storage"
TCL C725 65-inch Ultra HD 4K Smart QLED TV,"₹63,990",79,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
Realme RMV2003 32-inch Full HD Smart LED TV,"₹16,499",55,"32 in, LED TV","Full HD, 1080 x 1920 pixels",Wifi,Smart TV,"4 Speakers, 24 w Output","A53  Processor, 1 GB RAM, 8 GB Storage"
Samsung Crystal 4K Pro UA43AUE70AKLXL 43-inch Ultra HD 4K Smart LED TV,"₹30,999",64,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",Crystal Processor 4K Processor
VW VW32S 32-inch HD Ready Smart LED TV,"₹7,999",43,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Sansui JSW40ASFHD 40 inch Full HD Smart LED TV,"₹16,990",54,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","CA53 Processor, 1 GB RAM, 8 GB Storage"
Sansui JSW55ASUHD 55 inch Ultra HD 4K Smart LED TV,"₹30,990",71,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","CA53 Processor, 2 GB RAM, 8 GB Storage"
Kodak 32HDX7XPRO 32-inch HD Ready Smart LED TV,"₹9,499",51,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","ARM Cortex-A53 Processor, 1 GB RAM, 8 GB Storage"
Redmi MAX 98-inch Ultra HD 4K Smart LED TV,"₹2,15,999",79,"98 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output","4 Processor, 4 GB RAM, 64 GB Storage"
OnePlus Q1 Pro 55-inch Ultra HD 4K Smart LED TV(55Q1IN),"₹64,899",80,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 50 w Output","ARM Cortex-A53 Processor, 3 GB RAM, 8 GB Storage"
Yuwa Y-32S-FL 32 inch HD Ready Smart LED TV (2023 Model),"₹8,456",50,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 12 w Output","Cortex A53 Processor, 1 GB RAM, 8 GB Storage"
Kodak Matrix 50 inch Ultra HD 4K Smart QLED TV,"₹33,999",69,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","MediaTek MT9062 Processor, 2 GB RAM, 16 GB Storage"
BeethoSOL SMTBG43FHDEK 43 inch Full HD Smart LED TV,"₹14,299",53,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 24 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage"
BPL 43F-A4301 43 inch Full HD Smart LED TV,"₹22,699",50,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 18 w Output","2 HDMI Ports, 2 USB Ports"
LG B2 55 inch Ultra HD 4K Smart OLED TV (OLED55B2PSA),"₹1,25,999",79,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",α7 Gen5 AI Processor 4K Processor
LeTV G55ES 55 inch Ultra HD 4K Smart LED TV,"₹18,990",71,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","dual-core A73 + dual-core A53 Processor, 3 GB RAM, 32 GB Storage"
Coocaa 32Z72 32 inch HD Ready Smart LED Google TV,"₹10,999",43,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Cortex A55*4 - 1.5GHz Processor
