Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price
Siemens,Model452,352.0,A,Side-by-Side,Standard,Black,Stainless Steel,5.0,China,228.0
Haier,Model453,664.0,A+,Double Door,Smart Connectivity,White,Plastic,5.0,Germany,1315.0
LG,Model454,225.0,A++,Double Door,Smart Connectivity,White,Glass,2.0,China,475.0
Haier,Model456,330.0,A++,Side-by-Side,Standard,Silver,Glass,8.0,India,1177.0
Electrolux,Model457,168.0,A+,Double Door,Water Dispenser,Gray,Stainless Steel,9.0,Germany,1618.0
Frigidaire,Model458,634.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,1.0,USA,1306.0
LG,Model461,118.0,A+,Single Door,Smart Connectivity,Black,Glass,6.0,China,1150.0
GE,Model462,787.0,B,Single Door,Standard,Gray,Stainless Steel,3.0,China,249.0
Frigidaire,Model463,740.0,B,Single Door,Ice Dispenser,Black,Glass,3.0,USA,1419.0
Haier,Model464,169.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,6.0,China,1023.0
Siemens,Model465,592.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,2.0,Germany,319.0
Haier,Model466,481.0,B,Double Door,Standard,Silver,Stainless Steel,8.0,India,865.0
LG,Model467,446.0,B,Double Door,Standard,Gray,Stainless Steel,9.0,India,1382.0
LG,Model468,166.0,A++,Single Door,Standard,Silver,Plastic,3.0,USA,1933.0
LG,Model469,420.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,8.0,India,681.0
Samsung,Model472,669.0,A,Single Door,Smart Connectivity,Black,Glass,1.0,China,1838.0
Whirlpool,Model473,430.0,B,Double Door,Standard,Black,Stainless Steel,2.0,Germany,1026.0
GE,Model477,109.0,A++,Double Door,Water Dispenser,White,Glass,9.0,India,1947.0
Bosch,Model478,561.0,A++,Single Door,Ice Dispenser,Black,Stainless Steel,3.0,India,527.0
Frigidaire,Model479,661.0,B,Single Door,Water Dispenser,Black,Stainless Steel,2.0,China,770.0
Frigidaire,Model481,638.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,8.0,USA,1422.0
GE,Model483,407.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,India,1366.0
Whirlpool,Model484,657.0,B,Side-by-Side,Standard,Black,Stainless Steel,1.0,USA,1857.0
Panasonic,Model485,375.0,B,Double Door,Smart Connectivity,White,Plastic,1.0,China,1004.0
LG,Model486,761.0,A,Side-by-Side,Water Dispenser,Silver,Plastic,7.0,USA,1053.0
Siemens,Model488,174.0,A++,Single Door,Smart Connectivity,Gray,Glass,3.0,USA,1479.0
Frigidaire,Model491,409.0,A++,Single Door,Water Dispenser,Gray,Stainless Steel,3.0,USA,880.0
GE,Model492,130.0,B,Side-by-Side,Ice Dispenser,White,Stainless Steel,7.0,India,585.0
Siemens,Model493,317.0,A++,Double Door,Standard,Silver,Plastic,3.0,Germany,573.0
Siemens,Model495,520.0,B,Single Door,Water Dispenser,White,Glass,6.0,India,299.0
GE,Model496,489.0,A,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,7.0,India,599.0
Samsung,Model499,540.0,B,Single Door,Ice Dispenser,Silver,Glass,6.0,Germany,1932.0
Bosch,Model500,397.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,China,493.0
Whirlpool,Model501,104.0,B,Side-by-Side,Standard,Black,Glass,7.0,Germany,666.0
Frigidaire,Model502,548.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,4.0,China,920.0
Samsung,Model503,592.0,A+,Double Door,Water Dispenser,Black,Glass,2.0,Germany,1932.0
Br@ndX,Model504,604.0,B,Single Door,Water Dispenser,Gray,Plastic,5.0,USA,695.0
Siemens,Model505,107.0,A++,Single Door,Ice Dispenser,Gray,Plastic,8.0,Germany,662.0
LG,Model506,614.0,A,Double Door,Smart Connectivity,Gray,Glass,7.0,USA,367.0
Haier,Model507,238.0,A+,Double Door,Ice Dispenser,White,Plastic,4.0,India,223.0
Haier,Model508,518.0,A+,Side-by-Side,Standard,Silver,Stainless Steel,8.0,India,566.0
Haier,Model511,463.0,A+,Double Door,Ice Dispenser,White,Glass,7.0,USA,1202.0
Siemens,Model512,575.0,A,Single Door,Water Dispenser,White,Plastic,8.0,Germany,1799.0
Siemens,Model513,581.0,A,Double Door,Smart Connectivity,Gray,Glass,4.0,Germany,926.0
Siemens,Model515,349.0,A+,Side-by-Side,Water Dispenser,Silver,Glass,6.0,Germany,1057.0
LG,Model517,391.0,A+,Double Door,Smart Connectivity,Silver,Glass,3.0,USA,441.0
Whirlpool,Model519,351.0,A,Double Door,Ice Dispenser,White,Plastic,1.0,China,1522.0
LG,Model520,479.0,B,Single Door,Water Dispenser,Black,Stainless Steel,7.0,India,1954.0
Siemens,Model521,164.0,A++,Side-by-Side,Water Dispenser,Black,Glass,8.0,USA,1053.0
Haier,Model523,573.0,A+,Double Door,Ice Dispenser,Silver,Plastic,3.0,Germany,650.0
Frigidaire,Model525,737.0,A,Single Door,Standard,Gray,Plastic,4.0,China,1360.0
Panasonic,Model526,541.0,B,Double Door,Smart Connectivity,Black,Glass,3.0,India,1229.0
Panasonic,Model527,481.0,A,Single Door,Standard,Gray,Plastic,2.0,Germany,1001.0
Whirlpool,Model528,600.0,A,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,6.0,USA,1834.0
Bosch,Model529,486.0,A+,Single Door,Water Dispenser,White,Plastic,6.0,Germany,1431.0
Haier,Model531,623.0,A,Side-by-Side,Standard,Gray,Plastic,6.0,Germany,301.0
Haier,Model533,231.0,A,Side-by-Side,Smart Connectivity,White,Plastic,6.0,China,818.0
GE,Model534,527.0,A,Single Door,Standard,Silver,Stainless Steel,1.0,India,1164.0
Samsung,Model536,514.0,A+,Double Door,Smart Connectivity,Gray,Plastic,6.0,India,283.0
Siemens,Model537,387.0,A+,Single Door,Water Dispenser,Gray,Plastic,5.0,Germany,1243.0
Haier,Model539,402.0,A++,Double Door,Smart Connectivity,Gray,Stainless Steel,9.0,China,393.0
Bosch,Model543,153.0,A++,Side-by-Side,Standard,Black,Plastic,4.0,Germany,273.0
LG,Model544,691.0,A+,Single Door,Ice Dispenser,Silver,Glass,7.0,India,1631.0
Siemens,Model545,188.0,A,Single Door,Water Dispenser,White,Plastic,7.0,China,1615.0
Haier,Model546,316.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,2.0,China,912.0
Bosch,Model547,324.0,A++,Single Door,Standard,Gray,Glass,3.0,USA,665.0
Electrolux,Model548,143.0,A,Side-by-Side,Standard,White,Plastic,5.0,Germany,516.0
LG,Model550,615.0,A+,Side-by-Side,Standard,Gray,Glass,8.0,India,1563.0
Electrolux,Model551,736.0,A+,Side-by-Side,Standard,White,Stainless Steel,9.0,Germany,724.0
Samsung,Model553,113.0,A,Side-by-Side,Ice Dispenser,Silver,Glass,5.0,USA,1206.0
Haier,Model555,311.0,B,Single Door,Smart Connectivity,White,Plastic,7.0,Germany,1351.0
Samsung,Model556,420.0,B,Double Door,Standard,White,Glass,2.0,Germany,1902.0
Panasonic,Model557,449.0,B,Side-by-Side,Smart Connectivity,Black,Plastic,2.0,USA,515.0
Bosch,Model558,169.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,5.0,India,1482.0
Haier,Model560,529.0,A+,Side-by-Side,Smart Connectivity,White,Stainless Steel,5.0,China,332.0
GE,Model561,652.0,A,Single Door,Water Dispenser,Black,Stainless Steel,1.0,USA,1069.0
Siemens,Model565,680.0,B,Single Door,Water Dispenser,White,Stainless Steel,2.0,USA,681.0
Whirlpool,Model566,200.0,A++,Side-by-Side,Standard,White,Stainless Steel,6.0,USA,1555.0
Haier,Model567,740.0,A++,Single Door,Ice Dispenser,Silver,Stainless Steel,5.0,Germany,1551.0
GE,Model568,446.0,A++,Single Door,Standard,Black,Glass,4.0,India,1224.0
GE,Model569,759.0,A++,Double Door,Standard,Black,Stainless Steel,7.0,India,1916.0
GE,Model570,287.0,A,Double Door,Standard,Black,Stainless Steel,4.0,Germany,977.0
LG,Model571,659.0,A+,Double Door,Water Dispenser,Silver,Glass,9.0,India,661.0
Haier,Model575,467.0,A++,Single Door,Standard,White,Plastic,3.0,India,857.0
Siemens,Model577,513.0,A,Side-by-Side,Standard,Black,Glass,9.0,India,1263.0
Panasonic,Model579,180.0,B,Double Door,Water Dispenser,Gray,Stainless Steel,6.0,USA,1353.0
Whirlpool,Model580,195.0,A++,Single Door,Standard,Silver,Plastic,9.0,China,380.0
Whirlpool,Model581,719.0,B,Side-by-Side,Water Dispenser,White,Stainless Steel,9.0,Germany,1667.0
Samsung,Model582,664.0,A,Double Door,Ice Dispenser,Gray,Plastic,6.0,China,824.0
LG,Model583,446.0,A+,Double Door,Smart Connectivity,White,Stainless Steel,2.0,India,1501.0
Bosch,Model584,177.0,A++,Single Door,Standard,Gray,Plastic,4.0,China,396.0
Bosch,Model585,475.0,B,Single Door,Ice Dispenser,Silver,Glass,3.0,Germany,1579.0
LG,Model586,140.0,B,Side-by-Side,Smart Connectivity,White,Glass,7.0,China,1976.0
Whirlpool,Model588,254.0,A+,Single Door,Ice Dispenser,Black,Plastic,4.0,USA,1627.0
Frigidaire,Model589,188.0,A,Single Door,Standard,White,Glass,7.0,China,821.0
LG,Model590,569.0,A,Single Door,Smart Connectivity,Gray,Stainless Steel,7.0,USA,1271.0
Electrolux,Model593,431.0,A,Double Door,Standard,Silver,Plastic,9.0,China,1533.0
Siemens,Model598,736.0,A,Single Door,Water Dispenser,White,Glass,8.0,India,389.0
Bosch,Model599,237.0,A,Double Door,Water Dispenser,Silver,Stainless Steel,6.0,India,644.0
Haier,Model600,780.0,B,Side-by-Side,Standard,Silver,Plastic,3.0,USA,1958.0
LG,Model602,761.0,A++,Double Door,Water Dispenser,Black,Stainless Steel,6.0,Germany,1612.0
LG,Model603,737.0,B,Double Door,Smart Connectivity,Silver,Stainless Steel,5.0,China,1671.0
Bosch,Model604,211.0,A,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,Germany,1316.0
Siemens,Model605,102.0,A++,Single Door,Standard,Gray,Stainless Steel,7.0,Germany,1506.0
LG,Model606,237.0,A+,Single Door,Smart Connectivity,Black,Glass,3.0,Germany,276.0
LG,Model608,675.0,A,Side-by-Side,Smart Connectivity,White,Stainless Steel,2.0,India,1104.0
Whirlpool,Model609,493.0,B,Single Door,Water Dispenser,White,Glass,2.0,China,1574.0
Samsung,Model610,167.0,A,Single Door,Standard,Gray,Glass,4.0,China,1447.0
LG,Model611,444.0,A,Single Door,Standard,Silver,Plastic,1.0,China,1224.0
Haier,Model614,397.0,A,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,9.0,USA,1747.0
Samsung,Model615,171.0,A++,Single Door,Smart Connectivity,White,Glass,2.0,China,872.0
Frigidaire,Model616,205.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,5.0,Germany,1506.0
Bosch,Model617,103.0,A++,Double Door,Water Dispenser,Gray,Plastic,7.0,China,1318.0
Panasonic,Model619,439.0,A,Single Door,Standard,White,Stainless Steel,1.0,India,1638.0
Electrolux,Model620,485.0,A++,Double Door,Smart Connectivity,Black,Plastic,3.0,India,558.0
Panasonic,Model622,139.0,A,Side-by-Side,Ice Dispenser,Gray,Plastic,7.0,Germany,380.0
Whirlpool,Model624,148.0,A++,Double Door,Standard,White,Glass,9.0,India,1677.0
Panasonic,Model625,746.0,A,Single Door,Smart Connectivity,Black,Plastic,1.0,China,1833.0
LG,Model626,416.0,A++,Double Door,Standard,Black,Glass,9.0,USA,1694.0
Panasonic,Model627,320.0,A+,Single Door,Ice Dispenser,Silver,Plastic,4.0,China,595.0
Frigidaire,Model628,742.0,A+,Double Door,Standard,Silver,Stainless Steel,4.0,India,1104.0
GE,Model629,734.0,A+,Single Door,Standard,Silver,Plastic,9.0,India,1507.0
Electrolux,Model630,613.0,A+,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,6.0,India,1064.0
Frigidaire,Model631,626.0,A++,Side-by-Side,Standard,Gray,Plastic,1.0,Germany,1405.0
Haier,Model632,525.0,A+,Double Door,Smart Connectivity,White,Stainless Steel,4.0,India,305.0
Panasonic,Model633,615.0,A++,Side-by-Side,Standard,Silver,Glass,5.0,USA,326.0
LG,Model634,277.0,A++,Single Door,Ice Dispenser,Silver,Plastic,1.0,China,1513.0
Siemens,Model635,761.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,5.0,China,706.0
Frigidaire,Model638,537.0,A+,Double Door,Standard,Black,Plastic,1.0,India,979.0
LG,Model640,369.0,A++,Single Door,Standard,White,Glass,7.0,China,999.0
Panasonic,Model642,307.0,A++,Double Door,Smart Connectivity,Silver,Plastic,6.0,China,472.0
Haier,Model646,247.0,A+,Single Door,Ice Dispenser,White,Plastic,3.0,USA,1706.0
Panasonic,Model647,534.0,A+,Double Door,Water Dispenser,Silver,Stainless Steel,5.0,India,557.0
LG,Model650,209.0,A,Single Door,Water Dispenser,Black,Glass,7.0,Germany,587.0
GE,Model652,569.0,B,Side-by-Side,Ice Dispenser,Gray,Glass,5.0,China,655.0
GE,Model653,771.0,A,Side-by-Side,Smart Connectivity,Black,Glass,2.0,Germany,608.0
Bosch,Model654,286.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,5.0,China,1561.0
Siemens,Model655,756.0,A,Double Door,Standard,Black,Glass,2.0,India,1240.0
Whirlpool,Model656,145.0,B,Single Door,Water Dispenser,White,Plastic,5.0,Germany,885.0
LG,Model657,452.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,6.0,China,263.0
Samsung,Model658,142.0,A+,Single Door,Standard,Silver,Stainless Steel,3.0,China,484.0
LG,Model659,145.0,A++,Side-by-Side,Water Dispenser,Gray,Plastic,6.0,China,827.0
Frigidaire,Model660,143.0,A,Side-by-Side,Smart Connectivity,White,Plastic,2.0,India,439.0
LG,Model662,278.0,B,Single Door,Smart Connectivity,Silver,Plastic,8.0,USA,563.0
Electrolux,Model663,252.0,B,Single Door,Ice Dispenser,Black,Glass,2.0,Germany,724.0
LG,Model666,727.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,4.0,China,606.0
Bosch,Model668,355.0,A+,Double Door,Water Dispenser,Gray,Plastic,4.0,India,208.0
Siemens,Model669,748.0,B,Double Door,Standard,Silver,Glass,4.0,China,556.0
Electrolux,Model671,731.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,3.0,India,608.0
Electrolux,Model674,747.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,6.0,India,1246.0
LG,Model675,136.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,9.0,USA,1450.0
GE,Model677,165.0,A,Side-by-Side,Ice Dispenser,Gray,Plastic,5.0,China,362.0
Whirlpool,Model678,784.0,B,Double Door,Water Dispenser,White,Plastic,5.0,China,1409.0
Siemens,Model680,547.0,B,Double Door,Water Dispenser,Silver,Plastic,1.0,USA,1738.0
LG,Model681,487.0,A++,Single Door,Standard,Black,Glass,9.0,China,1277.0
Bosch,Model684,175.0,B,Side-by-Side,Water Dispenser,Silver,Plastic,3.0,India,1310.0
GE,Model685,598.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,3.0,India,1093.0
Whirlpool,Model687,593.0,A+,Single Door,Water Dispenser,Gray,Plastic,8.0,India,1085.0
Samsung,Model689,332.0,B,Double Door,Ice Dispenser,Silver,Glass,3.0,China,343.0
Frigidaire,Model690,416.0,A+,Double Door,Ice Dispenser,Gray,Glass,8.0,Germany,1407.0
Panasonic,Model691,433.0,A+,Side-by-Side,Ice Dispenser,Gray,Glass,9.0,China,1190.0
Whirlpool,Model692,567.0,A++,Double Door,Water Dispenser,White,Glass,8.0,Germany,1777.0
Panasonic,Model695,603.0,B,Single Door,Standard,Gray,Plastic,3.0,India,1895.0
GE,Model696,273.0,A+,Side-by-Side,Water Dispenser,Gray,Plastic,2.0,China,576.0
Samsung,Model697,783.0,A+,Double Door,Water Dispenser,Black,Stainless Steel,9.0,China,1455.0
Whirlpool,Model699,192.0,A+,Single Door,Ice Dispenser,Black,Plastic,7.0,India,1019.0
Siemens,Model700,415.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,9.0,China,779.0
Frigidaire,Model701,719.0,A+,Double Door,Standard,Black,Plastic,5.0,USA,1739.0
Bosch,Model702,671.0,A,Double Door,Ice Dispenser,Silver,Glass,3.0,Germany,1850.0
Bosch,Model704,736.0,A++,Double Door,Standard,Black,Glass,3.0,USA,1723.0
Siemens,Model705,682.0,B,Single Door,Smart Connectivity,Gray,Glass,5.0,Germany,1771.0
LG,Model707,511.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,5.0,China,478.0
Haier,Model708,723.0,A++,Single Door,Standard,White,Glass,6.0,Germany,1103.0
GE,Model709,179.0,A++,Double Door,Ice Dispenser,Silver,Glass,1.0,USA,1049.0
LG,Model710,468.0,A+,Double Door,Ice Dispenser,White,Glass,6.0,India,1297.0
LG,Model711,324.0,B,Single Door,Water Dispenser,Gray,Plastic,7.0,Germany,330.0
Siemens,Model712,668.0,B,Double Door,Smart Connectivity,Black,Glass,5.0,USA,1043.0
Whirlpool,Model715,434.0,A+,Single Door,Water Dispenser,Silver,Stainless Steel,4.0,Germany,737.0
Bosch,Model716,743.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,2.0,Germany,989.0
Bosch,Model717,264.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,4.0,USA,1051.0
Electrolux,Model718,105.0,A,Double Door,Water Dispenser,Gray,Plastic,1.0,USA,1890.0
Siemens,Model719,197.0,B,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,2.0,Germany,1077.0
Bosch,Model721,713.0,A++,Double Door,Smart Connectivity,Gray,Glass,4.0,India,1316.0
Siemens,Model722,750.0,B,Single Door,Smart Connectivity,White,Plastic,6.0,USA,1856.0
Haier,Model723,319.0,A++,Double Door,Standard,White,Glass,2.0,China,1853.0
Frigidaire,Model724,798.0,A,Double Door,Standard,Black,Glass,2.0,Germany,840.0
Whirlpool,Model725,415.0,A+,Double Door,Smart Connectivity,Gray,Glass,4.0,Germany,466.0
Electrolux,Model727,271.0,A,Side-by-Side,Standard,White,Glass,8.0,India,1033.0
Siemens,Model730,127.0,A+,Side-by-Side,Ice Dispenser,White,Stainless Steel,2.0,USA,1214.0
Whirlpool,Model733,591.0,A+,Double Door,Water Dispenser,Silver,Glass,1.0,China,603.0
Panasonic,Model734,181.0,B,Double Door,Standard,Silver,Glass,3.0,China,1888.0
Electrolux,Model737,471.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,1.0,Germany,800.0
GE,Model738,282.0,B,Single Door,Standard,Black,Stainless Steel,5.0,India,632.0
Whirlpool,Model739,194.0,A,Single Door,Smart Connectivity,Black,Plastic,2.0,Germany,621.0
Frigidaire,Model740,187.0,A++,Single Door,Standard,Gray,Glass,7.0,USA,1483.0
Bosch,Model741,348.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,3.0,Germany,449.0
LG,Model742,672.0,A++,Double Door,Standard,Gray,Stainless Steel,6.0,China,1097.0
Whirlpool,Model744,172.0,A+,Single Door,Standard,White,Glass,8.0,Germany,439.0
Panasonic,Model745,406.0,B,Double Door,Ice Dispenser,Black,Glass,3.0,USA,710.0
GE,Model747,221.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,9.0,Germany,1850.0
GE,Model750,575.0,A++,Double Door,Water Dispenser,Silver,Stainless Steel,3.0,Germany,1528.0
Br@ndX,Model752,739.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,9.0,USA,1607.0
Frigidaire,Model753,223.0,B,Side-by-Side,Smart Connectivity,White,Plastic,9.0,India,1691.0
Haier,Model754,479.0,A++,Side-by-Side,Ice Dispenser,Gray,Plastic,2.0,India,1020.0
Bosch,Model757,428.0,A,Single Door,Ice Dispenser,Black,Stainless Steel,9.0,China,352.0
Whirlpool,Model759,654.0,A++,Side-by-Side,Water Dispenser,Black,Stainless Steel,1.0,China,812.0
Haier,Model762,381.0,A++,Double Door,Water Dispenser,White,Plastic,3.0,Germany,819.0
GE,Model763,783.0,A++,Side-by-Side,Smart Connectivity,Silver,Glass,9.0,Germany,537.0
LG,Model766,703.0,A++,Double Door,Water Dispenser,Gray,Plastic,9.0,India,1259.0
Frigidaire,Model769,111.0,A,Single Door,Smart Connectivity,Gray,Plastic,9.0,Germany,932.0
Haier,Model770,148.0,B,Single Door,Water Dispenser,White,Stainless Steel,3.0,Germany,974.0
Frigidaire,Model773,125.0,B,Side-by-Side,Standard,Gray,Stainless Steel,1.0,India,1689.0
Siemens,Model775,490.0,A,Side-by-Side,Standard,Black,Glass,9.0,India,1004.0
Panasonic,Model776,165.0,B,Side-by-Side,Water Dispenser,Black,Stainless Steel,7.0,Germany,409.0
Electrolux,Model778,185.0,A,Side-by-Side,Standard,Silver,Stainless Steel,5.0,India,1010.0
Electrolux,Model781,337.0,A+,Side-by-Side,Standard,Black,Glass,3.0,China,1803.0
Bosch,Model784,613.0,A,Single Door,Standard,White,Glass,4.0,Germany,515.0
Haier,Model785,412.0,A+,Double Door,Standard,Black,Glass,9.0,Germany,732.0
Panasonic,Model787,762.0,A,Single Door,Standard,White,Glass,4.0,China,269.0
Siemens,Model788,624.0,A++,Double Door,Water Dispenser,Gray,Stainless Steel,3.0,USA,1284.0
Bosch,Model789,270.0,A++,Double Door,Standard,White,Plastic,4.0,Germany,1317.0
Siemens,Model790,343.0,A+,Side-by-Side,Standard,Gray,Plastic,5.0,China,1530.0
Whirlpool,Model792,241.0,A++,Single Door,Standard,White,Plastic,9.0,India,296.0
Samsung,Model793,420.0,B,Double Door,Water Dispenser,Black,Stainless Steel,9.0,Germany,1871.0
Frigidaire,Model795,104.0,B,Single Door,Ice Dispenser,Black,Stainless Steel,8.0,India,230.0
LG,Model796,639.0,A+,Double Door,Standard,White,Glass,9.0,India,1094.0
Whirlpool,Model797,456.0,B,Double Door,Standard,Black,Stainless Steel,8.0,India,624.0
GE,Model798,630.0,A+,Double Door,Water Dispenser,Silver,Stainless Steel,7.0,USA,1468.0
Whirlpool,Model801,355.0,A++,Double Door,Water Dispenser,White,Stainless Steel,1.0,USA,1887.0
LG,Model803,794.0,A+,Single Door,Water Dispenser,Silver,Glass,4.0,China,1749.0
GE,Model805,664.0,A,Side-by-Side,Water Dispenser,Gray,Glass,2.0,India,1127.0
Panasonic,Model806,709.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,2.0,USA,1885.0
Whirlpool,Model809,509.0,A,Side-by-Side,Smart Connectivity,White,Stainless Steel,3.0,Germany,914.0
Electrolux,Model811,446.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,7.0,USA,871.0
Haier,Model812,442.0,A+,Double Door,Water Dispenser,White,Stainless Steel,2.0,USA,1115.0
Panasonic,Model813,331.0,A+,Single Door,Water Dispenser,Gray,Plastic,8.0,China,1153.0
GE,Model816,293.0,A++,Single Door,Water Dispenser,White,Plastic,1.0,Germany,586.0
Panasonic,Model817,567.0,A,Double Door,Smart Connectivity,Black,Glass,3.0,India,1720.0
GE,Model821,745.0,A,Side-by-Side,Standard,Silver,Plastic,8.0,China,1191.0
Samsung,Model822,534.0,B,Side-by-Side,Water Dispenser,Gray,Plastic,2.0,Germany,1061.0
Panasonic,Model826,720.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,6.0,India,1138.0
Siemens,Model828,406.0,A,Side-by-Side,Ice Dispenser,Silver,Glass,8.0,India,777.0
GE,Model832,264.0,A,Single Door,Water Dispenser,Silver,Plastic,1.0,China,1136.0
Frigidaire,Model833,684.0,A++,Side-by-Side,Water Dispenser,Black,Glass,7.0,India,1173.0
GE,Model834,479.0,B,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,9.0,China,1137.0
Frigidaire,Model835,669.0,A,Double Door,Smart Connectivity,White,Glass,6.0,China,298.0
Panasonic,Model837,278.0,B,Single Door,Ice Dispenser,Gray,Stainless Steel,8.0,Germany,835.0
Panasonic,Model838,398.0,A+,Side-by-Side,Standard,White,Glass,1.0,China,860.0
Siemens,Model839,617.0,A+,Single Door,Standard,Black,Glass,2.0,USA,835.0
Bosch,Model841,460.0,A++,Double Door,Ice Dispenser,White,Plastic,1.0,China,271.0
Samsung,Model842,599.0,A+,Single Door,Standard,Silver,Glass,1.0,USA,768.0
